uID,variable,factor,.id,source,haus1.1,haus1.1t_1,haus2.1,haus2.1t_1,Source.Global,Source.Primary,Source.Secondary,Country,Location,Language,Weird,Execution,SubjectPool,Setting,Tablet,Pencil,StudyOrderN,IDiffOrderN,study.order,analysis.type,subset,case.include
3935,No,GreaterGood,ML2_Slate1_Spanish_execution_illegal__Mexico_unam_r.csv,unam,,,2,66.006,unam,unam,unam,Mexico,National Autonomous University of Mexico in Mexico City,Spanish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|VanLange|Huang|Graham|Bauer|Critcher|Rottenstrich|Anderson|Alter|Kay|Ross.Slate1|Miyamoto|Inbar,ID: TIPI for Big-Five|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection,1,Order,all,TRUE
3978,No,GreaterGood,ML2_Slate1_Spanish_execution_illegal__Mexico_unam_r.csv,unam,,,2,38.176,unam,unam,unam,Mexico,National Autonomous University of Mexico in Mexico City,Spanish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Inbar|Miyamoto|Rottenstrich|Kay|Alter|Bauer|VanLange|Ross.Slate1|Anderson|Huang|Graham|Critcher,ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: TIPI for Big-Five,1,Order,all,TRUE
3990,No,GreaterGood,ML2_Slate1_Spanish_execution_illegal__Uruguay_r.csv,pscio,,,2,49.899,pscio,pscio,pscio,Uruguay,"University of the Republic, Montevideo, Uruguay",Spanish,0,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Alter|Ross.Slate1|Graham|VanLange|Bauer|Kay|Critcher|Inbar|Anderson,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Subjective wellbeing,1,Order,all,TRUE
4021,No,GreaterGood,ML2_Slate1_Spanish_execution_illegal__Uruguay_r.csv,pscio,,,2,62.161,pscio,pscio,pscio,Uruguay,"University of the Republic, Montevideo, Uruguay",Spanish,0,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Alter|Anderson|Rottenstrich|Miyamoto|Kay|Critcher|VanLange|Ross.Slate1|Huang|Bauer|Graham|Inbar,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood,1,Order,all,TRUE
4141,No,GreaterGood,ML2_Slate1_Swedish_execution_illegal_r.csv,lundon,,,2,36.46,lundon,lundon,lundon,Sweden,"Lund University, Lund, Sweden",Swedish,1,illegal,,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Rottenstrich|Miyamoto|Kay|Huang|Anderson|VanLange|Bauer|Alter|Critcher|Ross.Slate1|Graham|Inbar,ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.),1,Order,all,TRUE
4142,Yes,GreaterGood,ML2_Slate1_Swedish_execution_illegal_r.csv,lundon,,,1,18.876,lundon,lundon,lundon,Sweden,"Lund University, Lund, Sweden",Swedish,1,illegal,,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Alter|VanLange|Miyamoto|Bauer|Rottenstrich|Critcher|Inbar|Graham|Huang|Anderson|Kay|Ross.Slate1,ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood,1,Order,all,TRUE
4157,No,GreaterGood,ML2_Slate1_Swedish_execution_illegal_r.csv,lundon,,,2,37.835,lundon,lundon,lundon,Sweden,"Lund University, Lund, Sweden",Swedish,1,illegal,,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Graham|Rottenstrich|Anderson|Ross.Slate1|Huang|Alter|Kay|Critcher|Miyamoto|VanLange|Inbar|Bauer,ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five,1,Order,all,TRUE
4163,No,GreaterGood,ML2_Slate1_Swedish_execution_illegal_r.csv,lundon,,,2,33.262,lundon,lundon,lundon,Sweden,"Lund University, Lund, Sweden",Swedish,1,illegal,,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Miyamoto|Inbar|VanLange|Kay|Alter|Huang|Graham|Rottenstrich|Critcher|Ross.Slate1|Anderson|Bauer,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection,1,Order,all,TRUE
4182,No,GreaterGood,ML2_Slate1_Swedish_execution_illegal_r.csv,lundon,,,2,68.242,lundon,lundon,lundon,Sweden,"Lund University, Lund, Sweden",Swedish,1,illegal,,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Ross.Slate1|Rottenstrich|Bauer|Critcher|Miyamoto|Huang|Kay|Anderson|VanLange|Graham|Inbar|Alter,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Mood,1,Order,all,TRUE
4196,Yes,GreaterGood,ML2_Slate1_Taiwan_Inlab_execution_legal_DEPLOY_r.csv,ntnu,,,1,41.196,ntnu,ntnu,ntnu,Taiwan,"Academia Sinica, Taiwan National Taiwan Normal University, Taiwan",Chinese (traditional),0,legal,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|VanLange|Graham|Kay|Inbar|Bauer|Anderson|Rottenstrich|Alter|Ross.Slate1|Critcher|Miyamoto|Huang,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood,1,Order,all,TRUE
4215,No,GreaterGood,ML2_Slate1_Taiwan_Inlab_execution_legal_DEPLOY_r.csv,ntnu,,,2,27.123,ntnu,ntnu,ntnu,Taiwan,"Academia Sinica, Taiwan National Taiwan Normal University, Taiwan",Chinese (traditional),0,legal,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Alter|Miyamoto|Critcher|Inbar|Kay|Bauer|Huang|Ross.Slate1|Anderson|Graham|Rottenstrich|VanLange,ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing,1,Order,all,TRUE
4244,No,GreaterGood,ML2_Slate1_Taiwan_Inlab_execution_legal_DEPLOY_r.csv,ntnu,,,2,41.36,ntnu,ntnu,ntnu,Taiwan,"Academia Sinica, Taiwan National Taiwan Normal University, Taiwan",Chinese (traditional),0,legal,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Bauer|Critcher|Rottenstrich|Ross.Slate1|Anderson|Alter|Inbar|VanLange|Graham|Huang|Kay|Miyamoto,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection,1,Order,all,TRUE
4262,No,GreaterGood,ML2_Slate1_Taiwan_Inlab_execution_legal_DEPLOY_r.csv,ntnu,,,2,4.165,ntnu,ntnu,ntnu,Taiwan,"Academia Sinica, Taiwan National Taiwan Normal University, Taiwan",Chinese (traditional),0,legal,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Miyamoto|Rottenstrich|Graham|VanLange|Ross.Slate1|Anderson|Kay|Huang|Bauer|Alter|Inbar|Critcher,ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.),1,Order,all,TRUE
4272,No,GreaterGood,ML2_Slate1_Taiwan_Inlab_execution_legal_DEPLOY_r.csv,ntnu,,,2,49.005,ntnu,ntnu,ntnu,Taiwan,"Academia Sinica, Taiwan National Taiwan Normal University, Taiwan",Chinese (traditional),0,legal,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Huang|Miyamoto|Bauer|Graham|Rottenstrich|Ross.Slate1|Alter|Inbar|Kay|Critcher|Anderson|VanLange,ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection,1,Order,all,TRUE
4288,No,GreaterGood,ML2_Slate1_Taiwan_Inlab_execution_legal_DEPLOY_r.csv,ntnutab,,,2,14.19,ntnu,ntnu,ntnutab,Taiwan,"Academia Sinica, Taiwan National Taiwan Normal University, Taiwan",Chinese (traditional),0,legal,No,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Miyamoto|Alter|Huang|Graham|Rottenstrich|VanLange|Anderson|Ross.Slate1|Critcher|Inbar|Bauer|Kay,ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.),1,Order,all,TRUE
4291,No,GreaterGood,ML2_Slate1_Taiwan_Inlab_execution_legal_DEPLOY_r.csv,ntnutab,,,2,50.976,ntnu,ntnu,ntnutab,Taiwan,"Academia Sinica, Taiwan National Taiwan Normal University, Taiwan",Chinese (traditional),0,legal,No,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Ross.Slate1|Rottenstrich|Miyamoto|Inbar|VanLange|Kay|Critcher|Graham|Alter|Anderson|Bauer|Huang,ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Cognitive reflection,1,Order,all,TRUE
4295,No,GreaterGood,ML2_Slate1_Taiwan_Inlab_execution_legal_DEPLOY_r.csv,ntnutab,,,2,37.515,ntnu,ntnu,ntnutab,Taiwan,"Academia Sinica, Taiwan National Taiwan Normal University, Taiwan",Chinese (traditional),0,legal,No,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Alter|Kay|Ross.Slate1|VanLange|Inbar|Anderson|Graham|Bauer|Rottenstrich|Miyamoto|Critcher|Huang,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood|ID: Subjective wellbeing,1,Order,all,TRUE
4401,No,GreaterGood,ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,,,2,77.962,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Bauer|Critcher|Kay|Ross.Slate1|Rottenstrich|Miyamoto|Alter|VanLange|Anderson|Inbar|Huang|Graham,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE,1,Order,all,TRUE
4411,Yes,GreaterGood,ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,,,1,26.989,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Ross.Slate1|Critcher|Miyamoto|Graham|Huang|Alter|VanLange|Kay|Anderson|Inbar|Rottenstrich|Bauer,ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Cognitive reflection,1,Order,all,TRUE
4468,No,GreaterGood,ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,,,2,57.432,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|VanLange|Bauer|Inbar|Miyamoto|Kay|Graham|Ross.Slate1|Alter|Rottenstrich|Critcher|Anderson|Huang,ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.),1,Order,all,TRUE
4475,No,GreaterGood,ML2_Slate1_Turkish_execution_illegal_Bilgi_r.csv,bilgi,,,2,52.599,bilgi,bilgi,bilgi,Turkey,"Bilgi University, Istanbul, Turkey",Turkish,0,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Bauer|VanLange|Critcher|Rottenstrich|Alter|Anderson|Ross.Slate1|Kay|Huang|Inbar|Miyamoto|Graham,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood,1,Order,all,TRUE
4495,No,GreaterGood,ML2_Slate1_Turkish_execution_illegal_Koc_r.csv,koc,,,2,5.445,koc,koc,koc,Turkey,"Koç University, Istanbul, Turkey",Turkish,0,illegal,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Rottenstrich|Miyamoto|VanLange|Anderson|Bauer|Huang|Ross.Slate1|Inbar|Alter|Graham|Critcher|Kay,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing,1,Order,all,TRUE
4560,No,GreaterGood,ML2_Slate1_Turkish_execution_illegal_Koc_r.csv,koc,,,2,31.001,koc,koc,koc,Turkey,"Koç University, Istanbul, Turkey",Turkish,0,illegal,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Bauer|Huang|Alter|VanLange|Anderson|Rottenstrich|Kay|Critcher|Graham|Ross.Slate1|Miyamoto|Inbar,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE,1,Order,all,TRUE
4564,No,GreaterGood,ML2_Slate1_Turkish_execution_illegal_Koc_r.csv,koc,,,2,31.58,koc,koc,koc,Turkey,"Koç University, Istanbul, Turkey",Turkish,0,illegal,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Alter|Miyamoto|Inbar|Rottenstrich|Ross.Slate1|Anderson|Graham|Huang|Critcher|Bauer|VanLange|Kay,ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five,1,Order,all,TRUE
4577,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,2,76.154,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Anderson|Miyamoto|Bauer|Rottenstrich|Critcher|Alter|VanLange|Graham|Huang|Kay|Ross.Slate1,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection,1,Order,all,TRUE
4592,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,2,33.281,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Anderson|Graham|Alter|Kay|Rottenstrich|Ross.Slate1|Huang|VanLange|Miyamoto|Critcher|Bauer,ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five,1,Order,all,TRUE
4593,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,2,37.034,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Ross.Slate1|Graham|Bauer|Alter|Miyamoto|Anderson|Kay|Huang|VanLange|Critcher|Rottenstrich,ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE,1,Order,all,TRUE
4647,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,2,55.606,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Critcher|Alter|Rottenstrich|VanLange|Anderson|Graham|Huang|Ross.Slate1|Miyamoto|Bauer|Kay,ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five,1,Order,all,TRUE
4659,Yes,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,1,81.305,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Graham|Anderson|Kay|Ross.Slate1|VanLange|Rottenstrich|Bauer|Alter|Critcher|Huang|Miyamoto,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood,1,Order,all,TRUE
4663,Yes,GreaterGood,ML2_Slate1_USEng_execution_legal_DEPLOY__hawaiion_r.csv,hawaiion,,,1,29.753,hawaiion,hawaiion,hawaiion,USA,"University of Hawaii, Honolulu, HI",English,1,legal,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Ross.Slate1|Rottenstrich|VanLange|Critcher|Miyamoto|Alter|Graham|Kay|Huang|Anderson|Bauer|Inbar,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection,1,Order,all,TRUE
4669,No,GreaterGood,ML2_Slate1_USEng_execution_legal_DEPLOY__hawaiion_r.csv,hawaiion,,,2,58.228,hawaiion,hawaiion,hawaiion,USA,"University of Hawaii, Honolulu, HI",English,1,legal,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Ross.Slate1|Graham|VanLange|Bauer|Anderson|Critcher|Alter|Kay|Inbar|Miyamoto|Huang|Rottenstrich,ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.),1,Order,all,TRUE
4699,No,GreaterGood,ML2_Slate1_USEng_execution_legal_DEPLOY__hawaiion_r.csv,hawaiion,,,2,29.832,hawaiion,hawaiion,hawaiion,USA,"University of Hawaii, Honolulu, HI",English,1,legal,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Kay|Bauer|Ross.Slate1|Graham|Rottenstrich|Critcher|Miyamoto|VanLange|Anderson|Alter|Inbar|Huang,ID: Mood|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing,1,Order,all,TRUE
4716,No,GreaterGood,ML2_Slate1_USEng_execution_legal_DEPLOY__hawaiion_r.csv,hawaiion,,,2,32.934,hawaiion,hawaiion,hawaiion,USA,"University of Hawaii, Honolulu, HI",English,1,legal,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Critcher|Ross.Slate1|Graham|Miyamoto|Alter|Kay|Bauer|Inbar|Rottenstrich|VanLange|Huang|Anderson,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood,1,Order,all,TRUE
4747,No,GreaterGood,ML2_Slate1_USEng_execution_legal_DEPLOY__hawaiion_r.csv,hawaiion,,,2,36.955,hawaiion,hawaiion,hawaiion,USA,"University of Hawaii, Honolulu, HI",English,1,legal,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Huang|Bauer|Rottenstrich|Alter|Graham|Critcher|Ross.Slate1|Kay|VanLange|Anderson|Inbar|Miyamoto,ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing,1,Order,all,TRUE
